Coord	                 ProbeID	Chrom	Start       	End	       miRNA	  Num_Cancers	Cancers	                                                                            Concordance
chr8_9903370_9903371	cg12877251	chr8	9903370	9903371	hsa-mir-124-1	9	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr7_158532851_158532852	cg12877853	chr7	158532851	158532852	hsa-mir-595	6	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr6_158757934_158757935	cg12895760	chr6	158757934	158757935	hsa-mir-3918	3	TCGA-BLCA;TCGA-COAD;TCGA-READ	All_Hypomethylated
chr17_48574360_48574361	cg12910797	chr17	48574360	48574361	hsa-mir-10a	10	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr7_1896603_1896604	cg12932675	chr7	1896603	1896604	hsa-mir-4655	3	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr5_72179476_72179477	cg12947138	chr5	72179476	72179477	hsa-mir-4803	5	TCGA-BLCA;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr11_45697798_45697799	cg12980632	chr11	45697798	45697799	hsa-mir-7154	6	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr6_53287920_53287921	cg13024807	chr6	53287920	53287921	hsa-mir-5685	5	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr17_77331298_77331299	cg13061373	chr17	77331298	77331299	hsa-mir-4316	6	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-READ	All_Hypermethylated
chr1_205449282_205449283	cg13061767	chr1	205449282	205449283	hsa-mir-135b	9	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3360436_3360437	cg13087441	chr1	3360436	3360437	hsa-mir-4251	5	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr22_19951018_19951019	cg13175282	chr22	19951018	19951019	hsa-mir-4761	2	TCGA-BLCA;TCGA-PRAD	All_Hypomethylated
chr15_37096627_37096628	cg13181164	chr15	37096627	37096628	hsa-mir-8063	8	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr17_75784315_75784316	cg13182713	chr17	75784315	75784316	hsa-mir-4738	4	TCGA-BLCA;TCGA-COAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_1261725_1261726	cg13188508	chr11	1261725	1261726	hsa-mir-6744	3	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr1_3356168_3356169	cg13209113	chr1	3356168	3356169	hsa-mir-4251	8	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr7_157545787_157545788	cg13215762	chr7	157545787	157545788	hsa-mir-153-2	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_45696684_45696685	cg13326175	chr11	45696684	45696685	hsa-mir-7154	5	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr6_30883099_30883100	cg13329862	chr6	30883099	30883100	hsa-mir-4640	5	TCGA-BLCA;TCGA-CHOL;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_1254154_1254155	cg13343368	chr11	1254154	1254155	hsa-mir-6744	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_2045872_2045873	cg13428978	chr8	2045872	2045873	hsa-mir-7160	5	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr1_43171568_43171569	cg13433694	chr1	43171568	43171569	hsa-mir-6733	6	TCGA-BLCA;TCGA-COAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_80231572_80231573	cg13458001	chr8	80231572	80231573	hsa-mir-5708	2	TCGA-BLCA;TCGA-HNSC	All_Hypomethylated
chr17_81133283_81133284	cg13466409	chr17	81133283	81133284	hsa-mir-1250	6	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr6_1384256_1384257	cg13491462	chr6	1384256	1384257	hsa-mir-6720	10	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr11_79456037_79456038	cg13518856	chr11	79456037	79456038	hsa-mir-5579;hsa-mir-708	5	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-READ	All_Hypomethylated
chr9_136744114_136744115	cg13523132	chr9	136744114	136744115	hsa-mir-6722	5	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr17_81696009_81696010	cg13537801	chr17	81696009	81696010	hsa-mir-6786	2	TCGA-BLCA;TCGA-LUSC	All_Hypomethylated
chr2_75002328_75002329	cg13547665	chr2	75002328	75002329	hsa-mir-5000	4	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr14_100882229_100882230	cg13555689	chr14	100882229	100882230	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	8	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_837417_837418	cg13582399	chr19	837417	837418	hsa-mir-3187	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_63172554_63172555	cg13590979	chr20	63172554	63172555	hsa-mir-124-3	10	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_93831194_93831195	cg13601977	chr9	93831194	93831195	hsa-mir-4291	5	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_45674203_45674204	cg13652372	chr19	45674203	45674204	hsa-mir-642a;hsa-mir-642b	7	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_100881824_100881825	cg13662173	chr14	100881824	100881825	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	4	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr6_52143915_52143916	cg13693143	chr6	52143915	52143916	hsa-mir-133b;hsa-mir-206	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr9_114277126_114277127	cg13694664	chr9	114277126	114277127	hsa-mir-455	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr6_30885237_30885238	cg13695585	chr6	30885237	30885238	hsa-mir-4640	4	TCGA-BLCA;TCGA-CHOL;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr14_100832583_100832584	cg13701991	chr14	100832583	100832584	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	3	TCGA-BLCA;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr9_136746950_136746951	cg13752460	chr9	136746950	136746951	hsa-mir-6722	9	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_93599820_93599821	cg13787134	chr9	93599820	93599821	hsa-mir-548au	5	TCGA-BLCA;TCGA-COAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_136746209_136746210	cg13790576	chr9	136746209	136746210	hsa-mir-6722	7	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr1_116536945_116536946	cg13799671	chr1	116536945	116536946	hsa-mir-548ac	4	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr15_37098083_37098084	cg13800209	chr15	37098083	37098084	hsa-mir-8063	4	TCGA-BLCA;TCGA-COAD;TCGA-LUSC;TCGA-READ	All_Hypermethylated
chr11_1343916_1343917	cg13806267	chr11	1343916	1343917	hsa-mir-6744	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3179886_3179887	cg13854423	chr1	3179886	3179887	hsa-mir-4251	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3320124_3320125	cg13875033	chr1	3320124	3320125	hsa-mir-4251	5	TCGA-BLCA;TCGA-KIRC;TCGA-LIHC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr9_114181099_114181100	cg13889415	chr9	114181099	114181100	hsa-mir-455	2	TCGA-BLCA;TCGA-PRAD	All_Hypermethylated
chr6_32761665_32761666	cg13896204	chr6	32761665	32761666	hsa-mir-3135b	8	TCGA-BLCA;TCGA-CHOL;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr9_93857088_93857089	cg13914984	chr9	93857088	93857089	hsa-mir-4291	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr7_130491417_130491418	cg13917504	chr7	130491417	130491418	hsa-mir-335	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr11_36090805_36090806	cg13924510	chr11	36090805	36090806	hsa-mir-3973	4	TCGA-BLCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD	All_Hypomethylated
chr10_117167161_117167162	cg13964030	chr10	117167161	117167162	hsa-mir-3663	2	TCGA-BLCA;TCGA-KIRP	All_Hypomethylated
chr10_102451539_102451540	cg13977486	chr10	102451539	102451540	hsa-mir-146b	5	TCGA-BLCA;TCGA-CHOL;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_2160636_2160637	cg13993218	chr11	2160636	2160637	hsa-mir-4686	10	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3122000_3122001	cg14008571	chr1	3122000	3122001	hsa-mir-4251	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_148379220_148379221	cg14014098	chr1	148379220	148379221	hsa-mir-5087;hsa-mir-6077	7	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr8_103141409_103141410	cg14025053	chr8	103141409	103141410	hsa-mir-3151	7	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr8_102125631_102125632	cg14032371	chr8	102125631	102125632	hsa-mir-5680	7	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr19_13877421_13877422	cg14075424	chr19	13877421	13877422	hsa-mir-181c;hsa-mir-181d	7	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr14_73784315_73784316	cg14097440	chr14	73784315	73784316	hsa-mir-4505	6	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr14_100841081_100841082	cg14121301	chr14	100841081	100841082	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr4_40516048_40516049	cg14160419	chr4	40516048	40516049	hsa-mir-4802	3	TCGA-BLCA;TCGA-HNSC;TCGA-PAAD	All_Hypomethylated
chr6_33909531_33909532	cg14205216	chr6	33909531	33909532	hsa-mir-7159	2	TCGA-BLCA;TCGA-HNSC	All_Hypomethylated
chr4_182326008_182326009	cg14231974	chr4	182326008	182326009	hsa-mir-1305	5	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD	All_Hypomethylated
chr6_1384356_1384357	cg14258623	chr6	1384356	1384357	hsa-mir-6720	10	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr8_9903631_9903632	cg14278808	chr8	9903631	9903632	hsa-mir-124-1	7	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr9_128216418_128216419	cg14297444	chr9	128216418	128216419	hsa-mir-199b;hsa-mir-3154	9	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr9_123401804_123401805	cg14326472	chr9	123401804	123401805	hsa-mir-601;hsa-mir-7150	5	TCGA-BLCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr7_157612318_157612319	cg14338779	chr7	157612318	157612319	hsa-mir-153-2	5	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_176150342_176150343	cg14399060	chr2	176150342	176150343	hsa-mir-10b	9	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr8_22232859_22232860	cg14399988	chr8	22232859	22232860	hsa-mir-320a	2	TCGA-BLCA;TCGA-UCEC	All_Hypomethylated
chr14_101022008_101022009	cg14410227	chr14	101022008	101022009	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	5	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_93602554_93602555	cg14477868	chr5	93602554	93602555	hsa-mir-2277	8	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr6_52147592_52147593	cg14487577	chr6	52147592	52147593	hsa-mir-133b;hsa-mir-206	5	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr6_41736134_41736135	cg14490025	chr6	41736134	41736135	hsa-mir-10398	8	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3142545_3142546	cg14516243	chr1	3142545	3142546	hsa-mir-4251	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr17_77451396_77451397	cg14517217	chr17	77451396	77451397	hsa-mir-4316	3	TCGA-BLCA;TCGA-HNSC;TCGA-LUAD	All_Hypermethylated
chr19_35291112_35291113	cg14535518	chr19	35291112	35291113	hsa-mir-5196	5	TCGA-BLCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr7_158526337_158526338	cg14554371	chr7	158526337	158526338	hsa-mir-595	6	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_1338808_1338809	cg14577593	chr11	1338808	1338809	hsa-mir-6744	4	TCGA-BLCA;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_95024597_95024598	cg14582550	chr9	95024597	95024598	hsa-mir-23b;hsa-mir-24-1;hsa-mir-27b;hsa-mir-3074;hsa-mir-6081	8	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr20_63239339_63239340	cg14582983	chr20	63239339	63239340	hsa-mir-3196	3	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr9_127714346_127714347	cg14644065	chr9	127714346	127714347	hsa-mir-3911	6	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr1_3293346_3293347	cg14659814	chr1	3293346	3293347	hsa-mir-4251	8	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_827739_827740	cg14663914	chr19	827739	827740	hsa-mir-3187	5	TCGA-BLCA;TCGA-KIRC;TCGA-KIRP;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_127987198_127987199	cg14678084	chr7	127987198	127987199	hsa-mir-593	4	TCGA-BLCA;TCGA-ESCA;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr17_77452007_77452008	cg14697743	chr17	77452007	77452008	hsa-mir-4316	2	TCGA-BLCA;TCGA-KIRC	All_Hypermethylated
chr8_17661910_17661911	cg14709253	chr8	17661910	17661911	hsa-mir-548v	5	TCGA-BLCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr11_2170376_2170377	cg14714364	chr11	2170376	2170377	hsa-mir-4686	11	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_1252910_1252911	cg14739477	chr11	1252910	1252911	hsa-mir-6744	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_45696436_45696437	cg14745748	chr11	45696436	45696437	hsa-mir-7154	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD	All_Hypomethylated
chr11_2170000_2170001	cg14803762	chr11	2170000	2170001	hsa-mir-4686	10	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr4_173206902_173206903	cg14806431	chr4	173206902	173206903	hsa-mir-548t	5	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_228426318_228426319	cg14847095	chr1	228426318	228426319	hsa-mir-4666a	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr12_111293384_111293385	cg14897316	chr12	111293384	111293385	hsa-mir-6760	2	TCGA-BLCA;TCGA-UCEC	All_Hypomethylated
chr10_100986777_100986778	cg14905631	chr10	100986777	100986778	hsa-mir-608	2	TCGA-BLCA;TCGA-UCEC	All_Hypomethylated
chr14_101033788_101033789	cg14910227	chr14	101033788	101033789	hsa-mir-495	10	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_4988247_4988248	cg14928057	chr17	4988247	4988248	hsa-mir-6864;hsa-mir-6865	8	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr13_52845482_52845483	cg14950829	chr13	52845482	52845483	hsa-mir-759	13	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr19_35351528_35351529	cg14978687	chr19	35351528	35351529	hsa-mir-5196	7	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_35328872_35328873	cg15001615	chr19	35328872	35328873	hsa-mir-5196	5	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC	All_Hypomethylated
chr20_62553282_62553283	cg15010213	chr20	62553282	62553283	hsa-mir-1-1;hsa-mir-133a-2	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_1340288_1340289	cg15017604	chr11	1340288	1340289	hsa-mir-6744	5	TCGA-BLCA;TCGA-HNSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_77373142_77373143	cg15044248	chr17	77373142	77373143	hsa-mir-4316	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr2_27891482_27891483	cg15078838	chr2	27891482	27891483	hsa-mir-4263	6	TCGA-BLCA;TCGA-COAD;TCGA-KIRC;TCGA-KIRP;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_128032116_128032117	cg15087147	chr7	128032116	128032117	hsa-mir-593	5	TCGA-BLCA;TCGA-COAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr17_4988480_4988481	cg15100135	chr17	4988480	4988481	hsa-mir-6864;hsa-mir-6865	6	TCGA-BLCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_3246981_3246982	cg15115055	chr1	3246981	3246982	hsa-mir-4251	2	TCGA-BLCA;TCGA-UCEC	All_Hypomethylated
chr4_184949407_184949408	cg15128905	chr4	184949407	184949408	hsa-mir-4455	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_60742797_60742798	cg15135842	chr3	60742797	60742798	hsa-mir-548bb	4	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_72076446_72076447	cg15167841	chr11	72076446	72076447	hsa-mir-3165	2	TCGA-BLCA;TCGA-PRAD	All_Hypomethylated
chr6_33899170_33899171	cg15225534	chr6	33899170	33899171	hsa-mir-7159	5	TCGA-BLCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_9903661_9903662	cg15248835	chr8	9903661	9903662	hsa-mir-124-1	7	TCGA-BLCA;TCGA-CHOL;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr6_32761786_32761787	cg15255946	chr6	32761786	32761787	hsa-mir-3135b	8	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr11_1996788_1996789	cg15269875	chr11	1996788	1996789	hsa-mir-675	3	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr11_1995854_1995855	cg15394860	chr11	1995854	1995855	hsa-mir-675	4	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-PRAD	All_Hypomethylated
chr20_62564858_62564859	cg15423222	chr20	62564858	62564859	hsa-mir-1-1;hsa-mir-133a-2	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3349876_3349877	cg15519786	chr1	3349876	3349877	hsa-mir-4251	4	TCGA-BLCA;TCGA-COAD;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr15_25863649_25863650	cg15523238	chr15	25863649	25863650	hsa-mir-4715	7	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr19_851290_851291	cg15530560	chr19	851290	851291	hsa-mir-3187	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_49489900_49489901	cg15531369	chr19	49489900	49489901	hsa-mir-150	5	TCGA-BLCA;TCGA-CHOL;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr10_102451562_102451563	cg15541611	chr10	102451562	102451563	hsa-mir-146b	4	TCGA-BLCA;TCGA-CHOL;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr3_100073717_100073718	cg15554421	chr3	100073717	100073718	hsa-mir-3921	2	TCGA-BLCA;TCGA-LUAD	All_Hypermethylated
chr11_2168626_2168627	cg15572496	chr11	2168626	2168627	hsa-mir-4686	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_80086322_80086323	cg15601682	chr17	80086322	80086323	hsa-mir-1268b	8	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
