Coord	DMR_idx	Chromosome	Start	End	miRNA	Num_Cancers	Cancers	Concordance
chr8_27457282_27457461	3599;2035	chr8	27457282	27457461	hsa-mir-6843	2	TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr5_172305927_172306136	3774;1074	chr5	172305927	172306136	hsa-mir-10523	2	TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr11_67803771_67804112	11141;5948	chr11	67803771	67804112	hsa-mir-4691;hsa-mir-7113	2	TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr7_129415968_129415994	13292;2536	chr7	129415968	129415994	hsa-mir-183	2	TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr11_1278846_1278967	17002;17173	chr11	1278846	1278967	hsa-mir-6744	2	TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr19_35800589_35801014	17838;9529	chr19	35800589	35801014	hsa-mir-5196	2	TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr1_37783871_37784244	20186;3645;14039	chr1	37783871	37784244	hsa-mir-4255	3	TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
chr13_100310205_100310841	20348;18137;21731	chr13	100310205	100310841	hsa-mir-4306	3	TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr12_97956741_97957454	21262;675;12313	chr12	97956741	97957454	hsa-mir-135a-2	3	TCGA-LUSC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr8_9760855_9766800	485;746;3802	chr8	9760855	9766800	hsa-mir-124-1	3	TCGA-LUAD;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr5_174177366_174179288	2308;3113	chr5	174177366	174179288	hsa-mir-4634	2	TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr15_89904748_89906172	4822;3824	chr15	89904748	89906172	hsa-mir-9-3	2	TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr14_101470446_101471511	7961;21200	chr14	101470446	101471511	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	2	TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr11_45737711_45738153	9371;8182	chr11	45737711	45738153	hsa-mir-7154	2	TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr8_10892734_10893965	9999;12189	chr8	10892734	10893965	hsa-mir-598	2	TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr1_156393461_156393917	11094;4109	chr1	156393461	156393917	hsa-mir-9-1	2	TCGA-LUAD;TCGA-SKCM	All_Hypermethylated
chr1_193155208_193155390	17719;17651	chr1	193155208	193155390	hsa-mir-1278	2	TCGA-LUAD;TCGA-UCEC	All_Hypermethylated
chr3_37904034_37904475	8118;1720	chr3	37904034	37904475	hsa-mir-26a-1	2	TCGA-PAAD;TCGA-PCPG	All_Hypomethylated
chr1_155166889_155167337	9940;1444	chr1	155166889	155167337	hsa-mir-92b	2	TCGA-PAAD;TCGA-PCPG	All_Hypermethylated
chr1_196577643_196578534	12909;16044	chr1	196577643	196578534	hsa-mir-4735	2	TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr17_65471321_65471507	1681;9434	chr17	65471321	65471507	hsa-mir-548aa-2;hsa-mir-548d-2	2	TCGA-PCPG;TCGA-UCEC	All_Hypomethylated
chr16_88553483_88555715	2624;7186	chr16	88553483	88555715	hsa-mir-5189	2	TCGA-PCPG;TCGA-UCEC	All_Hypomethylated
chr12_53495945_53497306	3615;14261	chr12	53495945	53497306	hsa-mir-6757	2	TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr7_127804217_127809009	5027;1177	chr7	127804217	127809009	hsa-mir-129-1	2	TCGA-PCPG;TCGA-PRAD	All_Hypermethylated
chr16_88532245_88532266	6846;14577	chr16	88532245	88532266	hsa-mir-5189	2	TCGA-PCPG;TCGA-UCEC	All_Hypomethylated
chr16_88568629_88570208	8468;12247	chr16	88568629	88570208	hsa-mir-5189	2	TCGA-PCPG;TCGA-UCEC	All_Hypomethylated
chr20_30195969_30196714	9145;2660	chr20	30195969	30196714	hsa-mir-3193	2	TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr18_24127237_24131379	291;3379	chr18	24127237	24131379	hsa-mir-8057	2	TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr2_6120613_6122814	1818;12528	chr2	6120613	6122814	hsa-mir-7158	2	TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr21_26933554_26934885	3367;2947	chr21	26933554	26934885	hsa-mir-155	2	TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr19_40871557_40871823	12714;20939	chr19	40871557	40871823	hsa-mir-6796	2	TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr19_46174395_46175254	17061;23404	chr19	46174395	46175254	hsa-mir-642a;hsa-mir-642b	2	TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_850975_853540	3675;547	chr19	850975	853540	hsa-mir-3187	2	TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
